no;SERIAL;TB_00;TB_01;A000;Fragebogen;InAusbildung;Geschlecht;Alter;RP;GruppeLK;GruppeLK_o;Vollzeit;Deputat;SProzent;Mehrarbeit;Mehrarbeit_o;Deputatsnachlass;Deputatsnachlass_o;AZ;AZ_00;AZO_01;AZO_02;AZO_03;AZO_04;AZF_01;AZF_02;AZF_03;AZF_04;LA01;LC01;LC06;LC06_o;LC11_01;LC11_02;LC11_03;LC11_04;LC11_05;LC11_06;LC11_07;LC11_08;LC11_09;LC11_10;LC11_11;LC11_11_o;LC12_01;LC12_02;LC12_03;SA01;SC04;SC09_01;SC09_02;SC09_03;VA02;VA02_o;VC02;VC03_01;VC03_02;VC03_03;VC08_01;VC08_02;VC08_03;VC08_04;VC08_05;VC08_06;VC08_07;VC08_08;VC08_09;VC08_10;VC08_11;VC08_11_o
78;658DR8AZ5H;1;1;1;1;0;2;49;2;1;;1;26,00;104,00;1;4,00;0;#NULL!;47,00;7,50;30,00;0,00;16,00;1,00;1,00;7,00;100,00;25,00;1;25;1;2,0000;18,0000;13,0000;7,0000;1,0000;1,0000;1,0000;4,0000;2,0000;0,0000;0,0000;#NULL!;;20;15;3;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
79;67QZ97BQ1P;1;1;1;1;0;2;39;1;1;;0;21,00;84,00;0;#NULL!;1;3,50;44,50;0,80;37,00;0,00;7,50;0,00;3,50;4,50;110,00;32,00;1;25;1;3,5000;20,0000;8,0000;3,5000;2,0000;3,5000;0,0000;3,0000;1,0000;0,0000;3,0000;#NULL!;;20;11;7;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
80;68X8UDVVFP;1;0;1;1;0;2;30;1;1;;1;26,00;104,00;0;#NULL!;0;#NULL!;60,00;8,00;30,00;0,00;30,00;0,00;20,00;10,00;2,00;4,00;2;25;3;#NULL!;27,0000;23,0000;5,0000;2,0000;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;#NULL!;;20;10;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
81;6DBGDA4TBF;1;1;1;1;0;2;43;1;1;;0;21,00;84,00;1;2,00;1;1,00;48,00;3,50;28,00;0,00;20,00;0,00;10,00;6,00;40,00;70,00;1;25;1;0,5000;16,0000;11,0000;6,0000;3,0000;3,0000;1,0000;2,0000;3,0000;1,0000;1,0000;1,0000;Prüfungsvorbereitungskurse;15;17;6;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
82;6NREWR97X6;1;0;1;1;0;2;50;2;1;;0;20,00;80,00;1;4,00;0;#NULL!;40,00;3,00;18,00;4,00;18,00;0,00;4,00;6,00;6,00;18,00;1;25;1;6,0000;12,0000;10,0000;5,0000;1,0000;2,0000;0,0000;8,0000;1,0000;0,0000;1,0000;#NULL!;;24;10;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
83;6U2M2VRPHE;1;1;1;1;0;1;50;1;1;;0;22,00;88,00;0;#NULL!;0;#NULL!;45,00;1,60;20,00;0,00;25,00;0,00;0,00;5,00;0,00;5,00;1;25;3;#NULL!;17,0000;12,0000;12,5000;0,5000;1,5000;0,5000;0,0000;0,0000;0,0000;0,0000;0,0000;;25;5;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
84;6UKEB2GSQS;1;1;1;1;0;2;50;1;2;;0;18,00;66,67;1;1,00;1;1,00;32,00;0,50;20,00;0,00;12,00;0,00;3,00;4,00;38,00;7,00;1;27;2;#NULL!;19,0000;7,0000;1,0000;0,0000;2,0000;0,0000;3,0000;0,0000;0,0000;0,0000;2,0000;Fachbetreuerin;34;2;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
85;6VABVR2CL9;1;0;1;1;0;2;42;2;1;;0;18,00;72,00;1;2,00;1;3,00;35,00;1,50;14,00;0,00;11,00;0,00;3,00;2,00;65,00;18,00;1;25;1;2,0000;11,3000;9,0000;3,0000;1,0000;0,5000;0,5000;2,5000;2,0000;0,0000;0,0000;#NULL!;;25;5;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
86;71WPYDZRH9;1;0;1;1;0;2;38;4;1;;1;25,00;100,00;0;#NULL!;1;4,00;41,00;3,50;25,00;0,00;16,00;0,00;8,00;4,00;80,00;20,00;1;25;1;6,0000;11,2500;8,0000;2,5000;2,0000;3,0000;0,2500;11,0000;2,0000;0,0000;1,0000;#NULL!;;22;8;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
87;75UX8KABY2;1;1;1;1;0;2;37;4;1;;0;20,00;80,00;0;#NULL!;1;1,00;32,00;2,50;20,00;0,00;12,00;0,00;2,00;4,00;40,00;30,00;2;25;1;1,0000;14,0000;8,0000;4,0000;1,0000;1,0000;0,5000;0,5000;2,0000;0,0000;1,0000;#NULL!;;25;8;7;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
88;79E4175E2T;1;1;1;1;0;2;39;1;1;;1;25,00;100,00;0;#NULL!;1;2,00;55,00;5,00;28,00;0,00;27,00;0,00;12,00;15,00;180,00;80,00;1;25;1;2,0000;20,0000;20,0000;3,0000;8,0000;1,0000;0,0000;2,0000;1,0000;0,0000;0,0000;#NULL!;;23;12;3;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
89;7AHDF4277G;1;0;1;1;0;2;41;4;1;;1;25,00;100,00;0;#NULL!;1;0,50;60,00;1,00;40,00;0,00;20,00;0,00;15,00;5,00;15,00;20,00;1;25;1;0,5000;18,0000;12,0000;11,0000;3,0000;1,0000;1,0000;2,0000;10,0000;0,0000;0,0000;2,0000;Finanzbuchhaltung Förderverein, Prüfungen entwerfen und abnehmen etc.;30;6;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
90;7BTQ2TS8ZL;1;0;1;1;0;2;32;2;1;;0;24,50;98,00;1;1,00;1;0,75;55,00;3,50;28,00;0,00;30,00;0,00;23,00;7,00;40,00;20,00;1;25;1;0,5000;28,0000;27,0000;3,0000;1,0000;1,0000;0,0000;1,0000;3,0000;1,0000;0,0000;1,0000;Corona-Verwaltungsaufgaben;20;18;0;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
91;7CDDADB85B;1;1;1;2;0;2;56;3;1;;0;21,00;84,00;0;#NULL!;1;7,00;55,00;5,00;35,00;0,00;20,00;0,00;10,00;10,00;100,00;15,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;14,0000;13;15;10;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
92;7CT9EYZYA2;1;1;1;1;0;1;56;2;1;;1;25,00;100,00;1;2,00;1;2,50;42,00;5,00;26,00;0,00;24,00;0,00;3,00;4,00;70,00;35,00;1;25;2;#NULL!;19,0000;12,0000;4,0000;1,0000;1,0000;3,0000;4,0000;3,0000;0,5000;1,5000;0,0000;;30;5;3;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
93;7DETHE8853;1;1;1;1;0;1;57;3;2;;0;25,00;92,59;1;2,50;1;6,55;47,50;2,50;40,00;0,00;7,50;0,00;5,00;2,50;60,00;10,00;1;27;1;6,5500;15,0000;5,0000;2,0000;0,5000;3,0000;1,0000;10,0000;2,0000;0,0000;1,5000;#NULL!;;31;5;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
94;7FERUFYY2T;1;0;1;1;0;2;33;2;1;;1;25,00;100,00;0;#NULL!;1;4,00;43,00;3,50;24,00;0,00;16,00;0,00;6,00;6,00;45,00;10,00;1;25;1;2,7500;16,0000;10,0000;11,0000;3,0000;2,0000;0,5000;3,0000;2,0000;1,0000;2,0000;#NULL!;;25;5;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
95;7LA7RUU18F;1;1;1;1;0;2;49;1;1;;0;23,00;92,00;0;#NULL!;1;1,00;44,00;1,00;23,00;0,00;21,00;0,00;1,50;5,00;18,00;10,00;1;25;1;1,0000;17,2500;20,0000;3,0000;0,5000;1,0000;0,0000;1,0000;0,5000;0,5000;1,0000;0,0000;;29;7;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
96;7N3EYU7XT2;1;1;1;1;0;2;42;3;3;wirtschaft;0;12,50;50,00;0;#NULL!;1;0,50;31,00;4,00;9,00;0,00;22,00;0,00;12,00;10,00;40,00;8,00;1;25;3;#NULL!;9,0000;20,0000;8,0000;2,0000;2,0000;0,5000;0,0000;3,0000;0,0000;1,0000;#NULL!;;20;12;6;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
97;7Q3VUH5A4Y;1;1;1;1;0;1;36;2;1;;1;25,00;100,00;1;2,00;1;1,00;45,00;5,00;23,00;0,00;22,00;0,00;2,00;2,00;25,00;5,00;1;25;1;2,5000;20,0000;15,0000;2,0000;0,5000;1,0000;0,5000;1,0000;1,0000;1,0000;1,0000;#NULL!;;25;10;3;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
98;7RQFQ7GNH2;1;1;1;1;0;2;31;4;1;;0;20,00;80,00;1;3,00;0;#NULL!;55,00;7,00;32,00;3,00;20,00;0,00;7,00;4,00;120,00;40,00;2;25;3;#NULL!;27,0000;20,0000;3,0000;1,0000;2,0000;0,0000;0,0000;1,0000;1,0000;1,0000;0,0000;;#NULL!;6;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
99;7T62VN7BHK;1;1;1;1;0;2;50;3;2;;1;27,00;100,00;0;#NULL!;1;3,50;38,00;5,50;33,00;0,00;5,00;0,00;2,00;3,00;60,00;20,00;1;27;1;1,5000;18,0000;1,5000;1,5000;1,0000;1,0000;0,5000;0,0000;1,5000;1,5000;2,0000;3,0000;AV Beratung Schule,Schulbesuch Privatschule;13;25;0;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
100;7W9BRH6BFP;1;1;1;2;0;1;59;4;1;;1;25,00;100,00;0;#NULL!;0;#NULL!;65,00;5,00;40,00;10,00;10,00;5,00;5,00;10,00;60,00;15,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;4,0000;20;10;8;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
101;83XNNBW9LR;1;1;1;1;0;2;31;2;1;;0;21,50;86,00;1;1,00;0;#NULL!;40,00;4,00;24,00;0,00;16,00;0,00;0,00;0,00;18,00;56,00;1;25;2;#NULL!;18,0000;10,5000;2,5000;1,5000;3,0000;0,5000;0,0000;1,0000;1,0000;2,0000;#NULL!;;20;10;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
102;88F6FW99TP;1;1;1;1;0;2;37;3;1;;0;20,00;80,00;0;#NULL!;1;3,00;50,00;10,00;20,00;0,00;20,00;10,00;12,00;8,00;30,00;30,00;1;25;2;#NULL!;13,0000;20,0000;2,0000;1,0000;0,5000;0,0000;0,2500;1,0000;1,0000;0,5000;#NULL!;;22;8;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
103;8GAY2ARAX1;1;1;1;1;0;2;55;4;1;;1;25,00;100,00;0;#NULL!;1;11,00;50,00;5,00;25,00;0,00;25,00;0,00;20,00;8,00;160,00;40,00;1;25;1;7,5000;10,0000;10,0000;5,0000;1,0000;3,0000;0,0000;4,0000;1,0000;0,5000;0,0000;2,0000;Stundenplan, Homepage;26;10;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
104;8LLTAK5ST5;1;0;1;2;0;2;63;2;1;;1;25,00;100,00;1;10,00;1;17,00;56,00;2,00;48,00;0,50;7,50;0,00;5,50;6,00;140,00;30,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;3,0000;30;4;4;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
105;8MYLMCRC15;1;1;1;1;0;2;58;4;1;;1;25,00;100,00;1;4,00;0;#NULL!;55,00;5,00;15,00;15,00;20,00;5,00;40,00;15,00;2,00;4,00;1;25;1;14,0000;6,0000;3,0000;0,5000;2,0000;1,0000;1,0000;0,0000;1,0000;2,0000;1,0000;38,0000;LFB, ZSL, ...;30;2;6;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
106;8SGNLCX7TR;1;1;1;2;0;1;48;4;1;;1;25,00;100,00;0;#NULL!;1;7,00;50,00;4,00;30,00;0,00;20,00;0,00;18,00;2,00;72,00;14,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;18,0000;14;24;0;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
107;8SH1AGU7HR;1;1;1;1;0;2;41;4;1;;0;19,00;76,00;0;#NULL!;1;3,00;35,00;4,00;19,00;0,00;16,00;0,00;9,00;3,00;25,00;15,00;1;25;1;3,0000;12,0000;10,0000;1,0000;1,0000;1,5000;0,5000;0,7500;1,0000;0,0000;2,0000;0,0000;;8;24;6;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
108;8UQ5ELUKQW;1;1;1;1;0;1;49;4;2;;0;25,00;89,29;1;2,00;1;2,00;38,00;1,50;26,00;0,00;12,00;0,00;8,00;4,00;2,00;5,00;1;28;1;2,0000;21,0000;8,0000;1,0000;0,0000;1,0000;0,0000;2,0000;0,0000;0,0000;0,0000;0,0000;;24;6;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
109;916SL9BX81;1;1;1;1;0;2;51;3;2;;1;27,00;100,00;0;#NULL!;1;4,00;43,00;2,50;20,00;0,00;20,00;3,00;12,00;8,00;10,00;25,00;1;27;3;#NULL!;12,0000;8,0000;10,0000;2,0000;2,0000;0,0000;0,0000;4,0000;0,0000;0,0000;0,0000;;20;10;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
110;91WU9QQRWC;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
111;9443D5GQUC;1;0;1;1;0;2;57;4;1;;1;25,00;100,00;1;8,00;1;0,50;50,00;8,00;36,00;0,00;15,00;8,00;5,00;3,00;5,00;15,00;1;25;1;0,5000;19,0000;12,0000;5,0000;1,0000;1,0000;2,0000;0,0000;3,0000;0,0000;6,0000;#NULL!;;30;4;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
112;94Z8N3LCS5;1;0;1;1;0;1;54;1;1;;0;23,00;92,00;0;#NULL!;0;#NULL!;45,00;2,50;25,00;0,00;20,00;0,00;5,00;7,00;20,00;60,00;1;25;2;#NULL!;18,0000;18,0000;6,5000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,5000;#NULL!;;25;10;3;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
113;9ANVAV5UAW;1;1;1;1;0;1;55;1;1;;1;25,00;100,00;1;2,00;1;2,00;45,00;4,00;20,00;0,00;25,00;0,00;10,00;4,00;15,00;10,00;1;25;1;2,0000;20,0000;20,0000;2,0000;0,0000;1,0000;0,0000;2,0000;0,0000;0,0000;0,0000;0,0000;;30;0;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
114;9CPYEB8N6L;1;1;1;1;0;2;47;2;1;;0;12,50;50,00;0;#NULL!;0;#NULL!;24,00;2,00;13,00;0,00;11,00;0,00;10,00;1,00;30,00;10,00;1;25;3;#NULL!;12,0000;6,0000;3,0000;1,0000;1,0000;1,0000;0,0000;1,0000;0,0000;0,5000;#NULL!;;16;11;11;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
115;9DVWB6B824;1;1;1;1;0;1;32;2;1;;1;25,00;100,00;0;#NULL!;1;1,00;45,00;8,00;35,00;0,00;10,00;0,00;5,00;5,00;1,00;4,00;2;25;1;1,0000;25,0000;6,0000;2,0000;4,0000;1,0000;0,0000;2,0000;4,0000;0,5000;0,5000;#NULL!;;13;10;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
116;9EQD92BTUV;1;1;1;1;0;1;46;4;1;;1;25,00;100,00;0;#NULL!;1;4,50;44,00;4,00;24,00;0,00;20,00;0,00;1,50;3,00;12,00;15,00;1;25;1;2,5000;24,0000;14,0000;2,0000;1,5000;1,0000;0,0000;1,5000;0,0000;0,0000;0,0000;#NULL!;;14;14;10;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
117;9LB9NYU3VL;1;1;1;1;0;1;55;1;1;;1;25,00;100,00;0;#NULL!;1;1,00;54,00;5,00;52,00;0,00;2,00;0,00;0,00;0,00;3,00;4,00;1;25;1;1,0000;19,0000;23,8000;5,0000;0,0000;2,0000;0,2000;1,0000;3,0000;0,0000;0,0000;0,0000;;30;6;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
118;9LVTLBYKZH;1;1;1;1;0;1;39;1;1;;1;25,00;100,00;1;3,00;0;#NULL!;46,00;5,00;40,00;0,00;6,00;0,00;4,00;2,00;60,00;30,00;1;25;1;3,0000;18,7500;15,0000;2,0000;5,0000;1,0000;0,5000;3,0000;2,0000;0,1000;0,0000;0,0000;;3;2;9;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
119;9M6XS2BDNU;1;1;1;1;0;1;61;3;1;;1;25,00;100,00;1;3,00;1;1,00;48,00;15,00;3,00;15,75;21,00;20,00;15,00;1,00;60,00;20,00;1;25;2;#NULL!;10,0000;20,0000;4,0000;2,0000;1,0000;2,0000;1,0000;2,0000;3,0000;3,0000;1,0000;Informationen (KM usw.) be-/verarbeiten, Büroorganisation/Beschaffung, Technik, ...;34;4;0;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
120;9MV7TRE53B;1;0;1;1;0;2;39;1;1;;1;25,00;100,00;0;#NULL!;1;5,00;50,00;2,00;48,00;0,00;2,00;0,00;0,00;2,00;15,00;3,00;1;25;1;5,0000;15,0000;6,0000;3,0000;5,0000;6,0000;2,0000;6,0000;5,0000;0,0000;1,0000;1,0000;Verwaltung neuer Schüleranmeldungen;18;12;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
121;9QTYUHHAM3;1;1;1;1;0;1;41;4;1;;1;25,00;100,00;0;#NULL!;1;11,00;44,00;6,00;20,00;6,00;18,00;0,00;10,00;8,00;20,00;120,00;1;25;1;11,0000;14,0000;8,0000;4,0000;2,0000;2,0000;0,0000;13,0000;1,0000;0,0000;1,0000;0,0000;;0;20;18;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
122;9SMGVNSZ9T;1;1;1;1;0;1;35;4;1;;1;25,00;100,00;1;5,00;0;#NULL!;55,00;5,00;25,00;8,00;17,00;5,00;8,00;9,00;100,00;40,00;1;25;1;10,0000;21,0000;10,0000;2,0000;1,0000;3,0000;1,0000;12,0000;2,0000;2,0000;1,0000;#NULL!;;8;30;0;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
