no;SERIAL;TB_00;TB_01;A000;Fragebogen;InAusbildung;Geschlecht;Alter;RP;GruppeLK;GruppeLK_o;Vollzeit;Deputat;SProzent;Mehrarbeit;Mehrarbeit_o;Deputatsnachlass;Deputatsnachlass_o;AZ;AZ_00;AZO_01;AZO_02;AZO_03;AZO_04;AZF_01;AZF_02;AZF_03;AZF_04;LA01;LC01;LC06;LC06_o;LC11_01;LC11_02;LC11_03;LC11_04;LC11_05;LC11_06;LC11_07;LC11_08;LC11_09;LC11_10;LC11_11;LC11_11_o;LC12_01;LC12_02;LC12_03;SA01;SC04;SC09_01;SC09_02;SC09_03;VA02;VA02_o;VC02;VC03_01;VC03_02;VC03_03;VC08_01;VC08_02;VC08_03;VC08_04;VC08_05;VC08_06;VC08_07;VC08_08;VC08_09;VC08_10;VC08_11;VC08_11_o
168;CHUAXWB786;1;0;1;1;0;2;41;1;1;;1;25,00;100,00;0;#NULL!;1;2,50;50,00;10,00;34,00;0,00;16,00;0,00;8,00;8,00;50,00;40,00;3;25;1;2,5000;18,0000;12,0000;10,0000;1,0000;3,0000;0,0000;4,0000;1,0000;0,0000;1,0000;0,0000;;18;12;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
169;CKNYPBN7YG;1;0;1;1;0;1;32;4;1;;0;23,00;92,00;0;#NULL!;1;3,00;46,00;4,00;26,00;0,00;20,00;0,00;15,00;5,00;20,00;15,00;1;25;1;2,5000;26,0000;6,0000;8,0000;1,0000;1,0000;0,0000;0,0000;1,0000;1,0000;2,0000;#NULL!;;20;8;10;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
170;CN23A7C1DG;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
171;CND152PXDT;1;1;1;1;0;1;38;4;1;;1;25,00;100,00;0;#NULL!;1;10,00;48,00;30,00;23,00;0,00;25,00;0,00;3,00;6,00;40,00;25,00;1;25;1;8,0000;15,0000;5,0000;5,0000;2,0000;4,0000;0,0000;4,0000;1,0000;0,0000;0,0000;#NULL!;;26;7;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
172;CRRY6A16PY;1;1;1;2;0;2;55;3;1;;1;25,00;100,00;0;#NULL!;1;7,00;60,00;2,50;45,00;0,00;11,00;1,00;3,00;8,00;20,00;15,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;18,0000;30;5;3;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
173;cuchmysy3n;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
174;Cv348TX1NC;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
175;CWEP9NDRCX;1;1;1;1;0;2;29;2;1;;1;25,00;100,00;0;#NULL!;0;#NULL!;60,00;3,50;25,00;0,00;35,00;0,00;15,00;20,00;150,00;40,00;1;25;2;#NULL!;19,0000;25,0000;5,0000;1,0000;1,0000;0,0000;1,0000;3,0000;0,0000;5,0000;#NULL!;;20;10;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
176;D3G4AMSY4N;1;0;1;1;0;1;35;4;1;;1;25,00;100,00;1;3,00;1;5,00;43,00;6,00;35,00;0,00;8,00;0,00;2,00;4,00;80,00;30,00;1;25;1;6,0000;13,5000;6,0000;2,0000;2,0000;3,0000;0,5000;10,0000;6,0000;0,0000;0,0000;0,0000;;21;13;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
177;D4XWEAU6W2;1;1;1;1;0;2;58;4;2;;1;27,00;100,00;1;7,00;1;3,00;49,00;7,00;24,00;0,00;20,00;5,00;3,00;6,00;45,00;25,00;1;27;1;8,0000;16,5000;6,0000;3,0000;1,0000;5,0000;8,0000;3,0000;1,0000;5,0000;0,0000;0,0000;;15;20;3;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
178;D7TEWP4CDE;1;1;1;1;0;1;54;4;3;angestellte Lehrkraft Sozialpädagogik, Fachlehrkraft;0;16,00;64,00;1;1,50;0;#NULL!;20,00;6,00;6,00;6,00;6,00;2,00;1,50;1,00;30,00;15,00;4;25;3;#NULL!;3,7500;3,0000;0,2500;0,5000;1,0000;1,0000;0,0000;0,5000;0,0000;1,5000;0,2500;Absprachen zu Anleitertreffen, Lernortkooperation;14;8;16;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
179;DDY6QR5A97;1;1;1;2;0;1;38;4;1;;1;25,00;100,00;1;2,00;1;17,00;44,00;3,00;42,00;1,50;0,50;0,00;2,00;0,00;90,00;80,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;9,0000;14;21;3;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
180;DM91GKE1NY;1;1;1;1;0;2;59;1;1;;0;21,00;84,00;1;0,50;1;0,50;46,00;8,00;24,00;4,00;16,00;2,00;10,00;6,00;40,00;160,00;1;25;3;#NULL!;14,0000;14,0000;8,0000;2,0000;2,0000;1,0000;0,0000;2,0000;1,0000;2,0000;#NULL!;;26;12;160;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
181;DV1TFAAL13;1;1;1;1;0;2;45;4;1;;0;23,00;92,00;0;#NULL!;1;1,50;46,50;2,00;25,00;0,00;21,50;0,00;9,00;8,00;0,00;60,00;1;25;1;1,5000;17,2500;15,2500;3,5000;3,0000;1,5000;0,0000;2,0000;3,5000;0,0000;0,5000;0,0000;;20;8;10;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
182;DYVLH7EXYF;1;1;1;1;0;1;45;1;1;;1;25,00;100,00;0;#NULL!;0;#NULL!;44,00;8,00;38,00;0,00;4,00;2,00;0,00;0,00;0,00;3,00;1;25;2;#NULL!;25,0000;3,0000;2,0000;6,0000;2,0000;0,5000;0,0000;4,5000;0,0000;1,0000;#NULL!;;25;12;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
183;E2HUKPVCV1;1;0;1;1;0;1;56;4;1;;1;25,00;100,00;0;#NULL!;1;1,50;42,00;3,00;30,00;0,00;12,00;0,00;4,00;3,00;20,00;15,00;1;25;1;1,5000;19,0000;6,0000;5,0000;2,0000;4,0000;2,0000;2,0000;2,0000;0,0000;0,0000;0,0000;;0;30;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
184;E7PYZLYS3U;1;0;1;2;0;1;44;1;1;;1;25,00;100,00;1;7,25;1;8,50;50,00;3,00;37,00;1,00;12,00;0,00;1,50;3,00;135,00;27,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;16,0000;38;0;0;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
185;E7V7KURFZE;1;1;1;1;0;1;47;4;1;;1;25,00;100,00;0;#NULL!;0;#NULL!;55,00;7,50;28,00;0,00;22,00;0,00;8,00;8,00;60,00;120,00;1;25;2;#NULL!;21,0000;10,0000;5,5000;4,5000;2,0000;0,5000;2,0000;2,5000;0,5000;1,0000;0,5000;Gespräche mit Sozialarbeiter, Hausmeister, Organisation Fotowand;22;8;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
186;EAUGGEYXP5;1;0;1;1;0;1;34;1;1;;1;25,00;100,00;1;1,75;1;1,00;40,00;1,50;37,00;0,00;3,00;0,00;0,00;3,00;0,00;5,00;1;25;1;1,0000;24,0000;2,0000;2,0000;2,0000;1,0000;1,0000;1,0000;4,0000;0,0000;0,0000;#NULL!;;25;5;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
187;EEKC1DDCGV;1;0;1;1;0;1;35;4;1;;0;19,00;76,00;1;1,50;1;2,00;40,00;2,50;20,00;0,00;10,00;0,00;2,00;3,00;45,00;15,00;1;25;1;2,0000;17,0000;8,0000;4,0000;2,0000;1,0000;0,0000;2,0000;0,0000;2,0000;0,0000;#NULL!;;28;6;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
188;EF18C8EFR4;1;1;1;1;0;1;46;4;1;;1;26,00;104,00;1;1,00;1;1,00;46,00;8,00;23,00;0,00;23,00;0,00;15,00;8,00;30,00;25,00;1;25;1;1,0000;18,0000;12,5000;6,0000;1,0000;2,0000;0,0000;0,0000;5,0000;0,5000;0,0000;#NULL!;;30;8;0;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
189;EGNXF9K786;1;1;1;1;0;2;30;1;1;;1;25,00;100,00;0;#NULL!;0;#NULL!;41,00;6,00;23,00;0,00;18,00;0,00;1,00;4,00;2,00;12,00;2;25;2;#NULL!;19,0000;10,0000;3,0000;3,0000;4,0000;0,0000;0,0000;2,0000;0,0000;0,0000;#NULL!;;20;15;3;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
190;EH1V38XMDC;1;1;1;1;0;2;39;1;1;;0;18,00;72,00;1;0,50;1;0,50;50,00;5,00;35,00;0,00;15,00;0,00;1,50;1,00;0,00;10,00;1;25;3;#NULL!;13,5000;20,5000;5,0000;2,0000;3,0000;3,0000;0,0000;3,0000;0,0000;0,0000;#NULL!;;4;30;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
191;EHRUX61231;1;1;1;1;0;1;41;4;1;;1;25,00;100,00;1;8,00;1;9,50;50,00;1,20;37,00;0,00;13,00;0,00;9,00;4,00;10,00;50,00;1;25;1;9,5000;18,0000;2,0000;7,0000;1,0000;2,0000;0,0000;2,0000;0,0000;0,0000;0,0000;18,0000;Administrationstätigkeiten (zusatzfunkton);28;5;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
192;EK7UVUPW6Y;1;1;1;1;0;1;33;1;1;;1;25,00;100,00;0;#NULL!;1;1,00;40,00;1,25;37,00;0,00;3,00;0,00;1,00;0,00;8,00;162,00;2;25;3;#NULL!;18,0000;20,0000;1,0000;0,2000;0,0000;0,0000;0,0000;0,5000;0,0000;0,0000;#NULL!;;5;22;11;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
193;EL7H9D4GB6;1;1;1;2;0;1;41;3;1;;1;25,00;100,00;0;#NULL!;1;8,00;55,00;2,00;42,00;2,00;13,00;0,00;2,00;1,00;80,00;30,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;16,0000;30;5;3;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
194;EMY6RKWZAH;1;1;1;2;0;2;55;3;1;;0;22,50;90,00;0;#NULL!;1;17,00;41,00;2,50;40,00;0,00;1,00;0,00;0,00;1,00;110,00;60,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;5,5000;32;6;0;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
195;EN3YMP17XC;1;1;1;1;0;2;58;3;1;;1;25,00;100,00;0;#NULL!;1;3,00;55,00;5,00;32,00;0,00;23,00;0,00;5,00;8,00;40,00;30,00;1;25;1;3,0000;16,5000;13,5000;6,0000;3,0000;6,0000;1,5000;4,0000;2,0000;1,0000;1,0000;0,5000;Pausenaufsicht;20;10;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
196;EPSKYM3U4W;1;1;1;2;0;1;45;2;1;;1;25,00;100,00;0;#NULL!;1;7,00;50,00;2,50;35,00;0,00;15,00;0,00;3,00;2,00;40,00;5,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;17,0000;18;10;10;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
197;EQXAQXX48W;1;1;1;1;0;2;45;1;1;;1;25,00;100,00;0;#NULL!;1;1,50;38,00;7,00;25,00;0,00;14,00;0,00;5,00;5,00;40,00;30,00;1;25;1;1,5000;19,0000;15,0000;5,0000;0,5000;2,0000;0,0000;2,0000;1,0000;0,0000;7,0000;0,0000;;14;17;7;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
198;EUPKESVG7A;1;1;1;1;0;1;56;2;1;;1;25,00;100,00;0;#NULL!;1;6,00;44,00;5,00;26,00;0,00;15,00;3,00;5,00;6,00;30,00;40,00;1;25;1;3,0000;19,0000;8,0000;4,0000;2,0000;2,0000;0,5000;5,0000;2,0000;0,0000;1,5000;#NULL!;;35;1;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
199;EXKA3VCPG3;1;0;1;2;0;2;60;4;1;;1;25,00;100,00;0;#NULL!;1;19,00;50,00;5,00;47,00;1,00;2,00;0,00;0,00;2,00;35,00;15,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;6,0000;30;6;2;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
200;EXZAF4HWMM;1;1;1;1;0;2;31;4;1;;0;24,00;96,00;0;#NULL!;1;1,00;40,00;5,50;30,00;0,00;10,00;0,00;3,00;3,00;140,00;50,00;1;25;2;#NULL!;20,0000;10,0000;5,0000;2,0000;3,0000;0,0000;0,2000;1,5000;0,0000;0,0000;#NULL!;;17;13;10;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
201;EY4HRSEZRH;1;1;1;1;0;1;33;2;1;;1;25,00;100,00;0;#NULL!;1;5,00;60,00;1,00;40,00;0,00;15,00;5,00;8,00;7,00;40,00;20,00;1;25;1;5,0000;15,0000;5,0000;2,0000;2,0000;2,0000;2,0000;5,0000;2,0000;1,0000;1,0000;#NULL!;;30;4;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
202;F1DPW1VKTA;1;0;1;1;0;2;37;4;1;;1;25,00;100,00;0;#NULL!;1;5,00;32,00;5,00;21,00;0,00;11,00;0,00;8,00;4,00;60,00;10,00;1;25;1;1,5000;20,0000;6,0000;4,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;#NULL!;;30;6;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
203;F3XUPSAP7R;1;1;1;1;0;2;33;1;1;;0;20,00;80,00;1;1,00;0;#NULL!;54,00;12,50;40,00;0,00;9,00;5,00;3,00;6,00;10,00;30,00;2;25;2;#NULL!;16,0000;16,0000;6,0000;3,0000;3,0000;0,0000;4,0000;4,0000;1,0000;1,0000;0,0000;;20;12;6;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
204;F9L52HPX88;1;1;1;1;0;1;29;2;1;;1;25,00;100,00;1;1,25;0;#NULL!;42,00;1,00;26,00;0,00;16,00;0,00;0,00;3,00;60,00;30,00;2;25;1;4,0000;16,5000;10,0000;3,0000;0,5000;2,0000;0,0000;3,0000;0,0000;0,0000;0,0000;#NULL!;;19;15;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
205;FAALAQ4P3L;1;1;1;1;0;1;37;3;1;;1;25,00;100,00;1;2,50;1;0,00;42,25;2,00;17,00;2,50;22,75;0,00;4,00;6,00;20,00;20,00;1;25;2;#NULL!;12,0000;16,0000;0,5000;1,0000;1,5000;0,5000;0,2500;0,5000;1,0000;1,0000;2,5000;Praxisbesuche;27;8;3;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
206;FAK12K5SHA;1;0;1;2;0;1;54;3;1;;1;25,00;100,00;0;#NULL!;1;5,00;75,00;9,00;43,00;2,00;30,00;0,00;2,00;12,00;15,00;20,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;19,0000;22;12;4;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
207;FB26B8B7FE;1;1;1;1;0;2;45;1;1;;0;18,00;72,00;0;#NULL!;0;#NULL!;40,00;4,00;20,00;0,00;20,00;0,00;8,00;5,00;14,00;10,00;1;25;3;#NULL!;14,0000;14,0000;8,0000;1,0000;0,5000;0,5000;0,0000;2,0000;0,0000;0,0000;0,0000;;32;4;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
208;FD4NHHEL4Y;1;1;1;1;0;2;54;1;1;;0;20,00;80,00;0;#NULL!;0;#NULL!;33,00;4,50;22,00;0,00;10,00;0,00;0,00;4,00;15,00;10,00;3;25;1;4,0000;15,0000;9,0000;4,2500;3,0000;0,2500;0,2500;0,0000;0,2500;0,5000;0,1000;0,2500;Aufräumen in den Sammlungen;30;6;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
209;FFB3945BA6;1;1;1;2;0;1;48;4;1;;1;25,00;100,00;1;2,00;1;11,00;50,00;7,50;9,00;0,00;5,00;0,00;0,00;5,00;72,00;9,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;16,0000;36;2;0;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
210;FGRACNHDWD;1;1;1;2;0;1;51;3;1;;1;25,00;100,00;0;#NULL!;1;7,00;45,00;10,00;45,00;0,00;0,00;0,00;0,00;0,00;80,00;10,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;15,0000;27;7;4;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
211;FNMTMVHB5P;1;0;1;1;0;2;36;1;1;;0;11,00;44,00;0;#NULL!;1;0,50;23,00;3,00;12,00;0,00;11,00;0,00;5,00;6,00;30,00;15,00;1;25;1;0,5000;9,0000;0,0000;6,0000;1,0000;2,0000;0,0000;2,0000;2,0000;0,0000;1,0000;#NULL!;;20;15;3;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
