no.;code;fragebogen;entry TBS;deputat FBS;deputat Vollzeit FBS;jobscope FBS;Übereinstimmung jobscope;Arbeitszeit TBS;Arbeitszeit WR;Arbeitszeit FBS;deputat;deputat_full;jobscope;jobscope FBS2;jobscope TBS;Spalte1;age_tbs;age_fbs;age_Übereinstimmung;age;gender_tbs;gender_fbs;Änderung gender;gender
289;VQ3K864LS8;1;52,00;13,00;25,00;52,00;1;#BEZUG!;#BEZUG!;30,00;13,00;25,00;52,00;Nein;;Prüfen;32;33;1;33;1;2;;1
290;VV7LD859HP;1;72,00;18,00;25,00;72,00;1;#BEZUG!;#BEZUG!;40,00;18,00;25,00;72,00;Nein;;Prüfen;59;60;1;60;1;2;;1
291;W12RXUQ2XU;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;65,00;25,00;25,00;100,00;Nein;;Prüfen;32;33;1;33;1;2;;1
292;W2BSCR7BT7;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;48,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;48;49;1;49;1;2;;1
293;W2RQLRQKEM;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;52,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;55;56;1;56;2;1;;2
294;W7ZU5CNMV4;1;48,00;12,50;25,00;50,00;0;#BEZUG!;#BEZUG!;30,00;?;?;?;Nein;;Prüfen;58;59;1;59;1;2;;1
295;W931RZP5SX;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;57,00;25,00;25,00;100,00;Nein;;Prüfen;47;48;1;48;1;2;;1
296;WBCPGHUMGA;1;84,00;21,00;25,00;84,00;1;#BEZUG!;#BEZUG!;40,00;21,00;25,00;84,00;Nein;;Prüfen;57;58;1;58;1;2;;1
297;WD7XAUBZSY;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;50,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;58;58;0;58;2;1;;2
298;WFK2UB33TP;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;60,00;25,00;25,00;100,00;Nein;;Prüfen;43;44;1;44;1;2;;1
299;WG2T197UA5;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;55,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;59;60;1;60;2;1;;2
300;WU35LPC9LF;1;56,00;14,00;25,00;56,00;1;#BEZUG!;#BEZUG!;27,00;14,00;25,00;56,00;Nein;;Prüfen;35;36;1;36;1;2;;1
301;WX1MQU6WHE;1;44,00;12,00;25,00;48,00;0;#BEZUG!;#BEZUG!;25,00;?;?;?;Nein;;Prüfen;48;48;0;48;1;2;;1
302;WYBXGUUB86;1;80,00;20,00;25,00;80,00;1;#BEZUG!;#BEZUG!;35,00;20,00;25,00;80,00;Nein;;Prüfen;53;54;1;54;1;2;;1
303;WYL358N27Z;1;100,00;27,00;27,00;100,00;1;#BEZUG!;#BEZUG!;43,00;27,00;27,00;100,00;Nein;;Prüfen;55;56;1;56;1;2;;1
304;X3YTNCAL5M;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;48,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;51;51;0;51;1;2;;1
305;XEG54PKKB2;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;60,00;25,00;25,00;100,00;Nein;;Prüfen;37;38;1;38;1;2;;1
306;XNGLUWHPXY;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;45,00;25,00;25,00;100,00;Nein;;Prüfen;41;42;1;42;2;1;;2
307;XSTRT4ATEZ;1;65,00;16,00;25,00;64,00;0;#BEZUG!;#BEZUG!;30,00;?;?;?;Nein;;Prüfen;31;32;1;32;1;2;;1
308;XTVV8CV7NW;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;40,00;25,00;25,00;100,00;Nein;;Prüfen;40;41;1;41;2;1;;2
309;XUCMV75GAY;1;92,00;23,00;25,00;92,00;1;#BEZUG!;#BEZUG!;40,00;23,00;25,00;92,00;Nein;;Prüfen;35;36;1;36;1;2;;1
310;XVSG9SGGEC;1;40,00;12,50;25,00;50,00;0;#BEZUG!;#BEZUG!;25,00;?;?;?;Nein;;Prüfen;58;58;0;58;2;1;;2
311;XWDVL77STE;1;100,00;28,00;28,00;100,00;1;#BEZUG!;#BEZUG!;52,00;28,00;28,00;100,00;Nein;;Prüfen;33;34;1;34;2;1;;2
312;XXTN812TKP;1;56,00;14,00;25,00;56,00;1;#BEZUG!;#BEZUG!;37,00;14,00;25,00;56,00;Nein;;Prüfen;40;41;1;41;1;2;;1
313;Y5HC8989YW;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;52,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;50;52;2;52;2;1;;2
314;Y6A8B7PQUP;1;100,00;27,00;25,00;108,00;1;#BEZUG!;#BEZUG!;40,00;27,00;?;108,00;Nein;;Prüfen;53;54;1;54;2;1;;2
315;Y9K6AZPLW4;1;84,00;21,00;25,00;84,00;1;#BEZUG!;#BEZUG!;35,00;21,00;25,00;84,00;Nein;;Prüfen;34;35;1;35;2;1;;2
316;YBD8H1259E;1;72,00;18,00;25,00;72,00;1;#BEZUG!;#BEZUG!;50,00;18,00;25,00;72,00;Nein;;Prüfen;42;43;1;43;2;1;;2
317;YDEEN3SFQC;1;100,00;27,00;27,00;100,00;1;#BEZUG!;#BEZUG!;44,00;27,00;27,00;100,00;Nein;;Prüfen;54;55;1;55;2;1;;2
318;YRHSHAPVPG;1;80,00;20,00;25,00;80,00;1;#BEZUG!;#BEZUG!;27,00;20,00;25,00;80,00;Nein;;Prüfen;36;37;1;37;1;2;;1
319;YS1Z6KC4FK;1;96,00;26,00;27,00;96,30;1;#BEZUG!;#BEZUG!;50,00;?;?;96,30;Nein;;Prüfen;32;33;1;33;1;2;;1
320;YX61ZW7EZS;1;68,00;17,00;25,00;68,00;1;#BEZUG!;#BEZUG!;48,00;17,00;25,00;68,00;Nein;;Prüfen;54;55;1;55;1;2;;1
321;YXSW8ZCZP6;1;88,00;22,00;25,00;88,00;1;#BEZUG!;#BEZUG!;49,00;22,00;25,00;88,00;Nein;;Prüfen;39;39;0;39;1;2;;1
322;YYN4FGDRU3;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;68,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;49;50;1;50;1;2;;1
323;YYUAY412BZ;1;100,00;24,00;25,00;96,00;0;#BEZUG!;#BEZUG!;36,00;?;?;?;Nein;;Prüfen;49;50;1;50;1;2;;1
324;Z26C9FCVGY;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;50,00;25,00;25,00;100,00;Nein;;Prüfen;37;38;1;38;2;1;;2
325;Z2LT7PC66R;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;37,00;25,00;25,00;100,00;Nein;;Prüfen;40;40;0;40;1;2;;1
326;Z3GYC6XX6C;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;55,00;25,00;25,00;100,00;Nein;;Prüfen;44;44;0;44;2;1;;2
327;Z72W3YPEYD;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;46,00;25,00;25,00;100,00;Nein;;Prüfen;34;35;1;35;2;1;;2
328;ZA29B3Q2X5;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;53,00;25,00;25,00;100,00;Nein;;Prüfen;40;41;1;41;2;1;;2
329;ZA465R3ETV;1;60,00;17,00;27,00;62,96;1;#BEZUG!;#BEZUG!;20,00;?;?;62,96;Nein;;Prüfen;58;58;0;58;1;2;;1
330;ZLEMENXL86;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;45,00;25,00;25,00;100,00;Nein;;Prüfen;32;32;0;32;1;2;;1
331;ZTFD8GTDDN;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;45,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;48;49;1;49;2;1;;2
332;ZXAVU9A4QE;1;75,00;19,00;25,00;76,00;1;#BEZUG!;#BEZUG!;30,00;19,00;25,00;76,00;Nein;;Prüfen;35;36;1;36;1;2;;1
333;ZYCAL4T13Y;1;100,00;25,00;25,00;100,00;1;#BEZUG!;#BEZUG!;41,00;25,00;25,00;100,00;Nein;;Prüfen;60;60;0;60;1;2;;1
334;CV348TX1NC;2;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;#BEZUG!;#BEZUG!;50,00;Leitungsfunktion;Leitungsfunktion;100,00;Nein;;Prüfen;49;49;0;49;2;1;;2
